"LoincNumber","LongCommonName","PartNumber","PartName","PartCodeSystem","PartTypeName","LinkTypeName","Property"
"90444-1","Diethylpropion [Mass/volume] in Serum, Plasma or Blood by Confirmatory method","LP7579-8","Ser/Plas/Bld","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"90444-1","Diethylpropion [Mass/volume] in Serum, Plasma or Blood by Confirmatory method","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"90444-1","Diethylpropion [Mass/volume] in Serum, Plasma or Blood by Confirmatory method","LP6197-0","Confirm","http://loinc.org","METHOD","Primary","http://loinc.org/property/METHOD_TYP"
"91062-0","Bacteria identified in Platelets from Blood product unit by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"91063-8","Bacteria identified in Platelets from Blood product unit by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"91818-5","Bacteria identified in Upper respiratory specimen by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"91819-3","Bacteria identified in Upper respiratory specimen by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"91865-6","Bacteria identified in Genital specimen by Anaerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"91866-4","Bacteria identified in Mouth by Aerobe culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"92253-4","Microorganism identified in Isolate or Specimen by Molecular genetics method","LP14559-6","Microorganism","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"93429-9","Blastomyces sp Ag [Mass/volume] in Urine by Immunoassay","LP411489-0","Blastomyces sp Ag","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"93429-9","Blastomyces sp Ag [Mass/volume] in Urine by Immunoassay","LP6827-2","MCnc","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"93429-9","Blastomyces sp Ag [Mass/volume] in Urine by Immunoassay","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"93429-9","Blastomyces sp Ag [Mass/volume] in Urine by Immunoassay","LP7681-2","Urine","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"93429-9","Blastomyces sp Ag [Mass/volume] in Urine by Immunoassay","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"93429-9","Blastomyces sp Ag [Mass/volume] in Urine by Immunoassay","LP217197-5","IA","http://loinc.org","METHOD","Primary","http://loinc.org/property/METHOD_TYP"
"93432-3","Blastomyces sp Ag [Mass/volume] in Bronchoalveolar lavage by Immunoassay","LP411489-0","Blastomyces sp Ag","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"93432-3","Blastomyces sp Ag [Mass/volume] in Bronchoalveolar lavage by Immunoassay","LP6827-2","MCnc","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"93432-3","Blastomyces sp Ag [Mass/volume] in Bronchoalveolar lavage by Immunoassay","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"93432-3","Blastomyces sp Ag [Mass/volume] in Bronchoalveolar lavage by Immunoassay","LP36498-1","BAL","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"93432-3","Blastomyces sp Ag [Mass/volume] in Bronchoalveolar lavage by Immunoassay","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"93432-3","Blastomyces sp Ag [Mass/volume] in Bronchoalveolar lavage by Immunoassay","LP217197-5","IA","http://loinc.org","METHOD","Primary","http://loinc.org/property/METHOD_TYP"
"9482-1","Potassium [Mass/volume] in Water","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"94841-4","Potassium [Moles/volume] in Urine from Fetus","LP15098-4","Potassium","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"95074-1","Bacteria [Presence] in Bronchoalveolar lavage by Light microscopy","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"95084-0","C peptide [Mass/volume] in Serum or Plasma --2 hours post meal","LP418919-9","C peptide^2H post meal","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"95084-0","C peptide [Mass/volume] in Serum or Plasma --2 hours post meal","LP6827-2","MCnc","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"95084-0","C peptide [Mass/volume] in Serum or Plasma --2 hours post meal","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"95084-0","C peptide [Mass/volume] in Serum or Plasma --2 hours post meal","LP7576-4","Ser/Plas","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"95084-0","C peptide [Mass/volume] in Serum or Plasma --2 hours post meal","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"95095-6","Glucagon [Mass/volume] in Serum or Plasma --2 hours post meal","LP418929-8","Glucagon^2H post meal","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"95095-6","Glucagon [Mass/volume] in Serum or Plasma --2 hours post meal","LP6827-2","MCnc","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"95095-6","Glucagon [Mass/volume] in Serum or Plasma --2 hours post meal","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"95095-6","Glucagon [Mass/volume] in Serum or Plasma --2 hours post meal","LP7576-4","Ser/Plas","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"95095-6","Glucagon [Mass/volume] in Serum or Plasma --2 hours post meal","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"95594-8","25-hydroxyvitamin D3 [Mass/volume] in Capillary blood","LP15455-6","Calcidiol","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"95594-8","25-hydroxyvitamin D3 [Mass/volume] in Capillary blood","LP6827-2","MCnc","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"95594-8","25-hydroxyvitamin D3 [Mass/volume] in Capillary blood","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"95594-8","25-hydroxyvitamin D3 [Mass/volume] in Capillary blood","LP7068-2","BldC","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"95594-8","25-hydroxyvitamin D3 [Mass/volume] in Capillary blood","LP7753-9","Qn","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"95675-5","Yellow fever virus IgG Ab [Presence] in Specimen by Immunoassay","LP40193-2","Yellow fever virus Ab.IgG","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"95675-5","Yellow fever virus IgG Ab [Presence] in Specimen by Immunoassay","LP217195-9","PrThr","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"95675-5","Yellow fever virus IgG Ab [Presence] in Specimen by Immunoassay","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"95675-5","Yellow fever virus IgG Ab [Presence] in Specimen by Immunoassay","LP7735-6","XXX","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"95675-5","Yellow fever virus IgG Ab [Presence] in Specimen by Immunoassay","LP7751-3","Ord","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"95675-5","Yellow fever virus IgG Ab [Presence] in Specimen by Immunoassay","LP217197-5","IA","http://loinc.org","METHOD","Primary","http://loinc.org/property/METHOD_TYP"
"96352-0","Wound care management Outpatient Note","LP72988-6","Note","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"96352-0","Wound care management Outpatient Note","LP6813-2","Find","http://loinc.org","PROPERTY","Primary","http://loinc.org/property/PROPERTY"
"96352-0","Wound care management Outpatient Note","LP6960-1","Pt","http://loinc.org","TIME","Primary","http://loinc.org/property/TIME_ASPCT"
"96352-0","Wound care management Outpatient Note","LP32889-5","Outpatient","http://loinc.org","SYSTEM","Primary","http://loinc.org/property/SYSTEM"
"96352-0","Wound care management Outpatient Note","LP32888-7","Doc","http://loinc.org","SCALE","Primary","http://loinc.org/property/SCALE_TYP"
"96352-0","Wound care management Outpatient Note","LP76083-2","Wound care management","http://loinc.org","METHOD","Primary","http://loinc.org/property/METHOD_TYP"
"96352-0","Wound care management Outpatient Note","LP173051-6","Outpatient","http://loinc.org","Document.Setting","DocumentOntology","http://loinc.org/property/document-setting"
"96352-0","Wound care management Outpatient Note","LP173418-7","Note","http://loinc.org","Document.Kind","DocumentOntology","http://loinc.org/property/document-kind"
"96352-0","Wound care management Outpatient Note","LP185997-6","Wound care management","http://loinc.org","Document.SubjectMatterDomain","DocumentOntology","http://loinc.org/property/document-subject-matter-domain"
"9822-8","Bacteria identified in Dialysis fluid by Culture","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
"99932-6","Bacteria [Presence] in Body fluid by Automated","LP14082-9","Bacteria","http://loinc.org","COMPONENT","Primary","http://loinc.org/property/COMPONENT"
