"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","VersionLastChanged","CHNG_TYPE","DefinitionDescription","STATUS","CONSUMER_NAME","CLASSTYPE","FORMULA","EXMPL_ANSWERS","SURVEY_QUEST_TEXT","SURVEY_QUEST_SRC","UNITSREQUIRED","RELATEDNAMES2","SHORTNAME","ORDER_OBS","HL7_FIELD_SUBFIELD_ID","EXTERNAL_COPYRIGHT_NOTICE","EXAMPLE_UNITS","LONG_COMMON_NAME","EXAMPLE_UCUM_UNITS","STATUS_REASON","STATUS_TEXT","CHANGE_REASON_PUBLIC","COMMON_TEST_RANK","COMMON_ORDER_RANK","HL7_ATTACHMENT_STRUCTURE","EXTERNAL_COPYRIGHT_LINK","PanelType","AskAtOrderEntry","AssociatedObservations","VersionFirstReleased","ValidHL7AttachmentRequest","DisplayName"
"11704-4","Blood flow velocity.systolic.max","Vel","Pt","Ductus arteriosus","Qn","US.doppler","OB.US","2.67","NAM","Maximum value of the Doppler shift frequency envelope. If System is Patient or if System is Fetus or Other but the context is supplied by DICOM Supplement 23-Structured Reporting, Observation Subject context Module (C.6.12).","ACTIVE","","2","","","","","Y","Bld flow; Bld flow vel; Bld flow.velocity; Cardio; Cardiology; DA; DOP; DUPLEX; Dynamic; Echography; Gyn; Gynecology; Heart Disease; Largest; Max V; Maximal; Maximum; OB; ObGyn; OBSTERICAL; OBSTERICAL.ULTRASOUND; Obstetrical; Obstetrics; Peak; Point in time; QNT; Quan; Quant; Quantitative; Random; Sonogram; Sonograph; Sonography; ULS; Ultrasound; V max; Vel; VEL max; Velocity; Vmax; Vmax sys","DA Vmax sys DOP","Observation","","","cm/s","Ductus arteriosus Peak systolic flow velocity US.doppler","cm/s","","","Release 2.67: COMPONENT: Updated component to include velocity for accuracy and consistency across terms","0","0","","","","","","1.0j-a","",""
"12178-0","Bacteria","PrThr","Pt","Genital","Ord","Wet preparation","MICRO","2.56","MIN","","ACTIVE","","1","","None;Few;Many","","","","Bact; Gen; Genital tract; ID; Infectious Disease; InfectiousDisease; Microbiology; Ordinal; Point in time; PR; Prep; QL; Qual; Qualitative; Random; Screen; Urogenit; Urogenital; Wet mount; Wet prep","Bacteria Genital Ql Wet Prep","Both","","","","Bacteria [Presence] in Genital specimen by Wet preparation","","","","The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.","0","0","","","","","","1.0j-a","","Bacteria Wet prep Ql (Genital specimen)"
"12281-2","Bacteria","Prid","Pt","Cvx","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cervix; Cult; Cultures; Genital tract; Gyn; Gynecology; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; OB; ObGyn; Obstetrics; Point in time; Random","Bacteria Cvx Anaerobe Cult","Both","","","","Bacteria identified in Cervix by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","9995","0","","","","","","1.0j-a","","Bacteria identified Anaer cx Nom (Cvx)"
"12814-0","Potassium","SCnc","Pt","Vitr fld","Qn","","CHEM","2.34","MIN","","ACTIVE","","1","","","","","Y","Chemistry; Eye; k; K+; Level; Ophthalmology; Ophtho; Ophthy; Point in time; Potass; QNT; Quan; Quant; Quantitative; Random; Substance concentration; Vitf; Vitreous fluid; Vitreous humor; Vitreous humour","Potassium Vitf-sCnc","Both","","","mmol/L","Potassium [Moles/volume] in Vitreous fluid","mmol/L","","","","0","0","","","","","","1.0j-a","","Potassium (Vitr fld) [Moles/Vol]"
"13314-0","Bacteria","Prid","Pt","Semen","Nom","","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Bact; Ejaculate; Genitourinary; GU; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Sem; Seminal fluid; Smn; SMPLS; URO; Urology","Bacteria Smn","Both","","","","Bacteria identified in Semen","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","10230","0","","","","","","1.0j-a","","Bacteria identified Nom (Sem)"
"13315-7","Bacteria","Prid","24H","Urine","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","1 day; 24 hours; 24HR; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; UA; UR; Urn","Bacteria 24h Ur Cult","Both","","","","Bacteria identified in 24 hour Urine by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","1387","0","","","","","","1.0j-a","","Bacteria identified Cx Nom (24H U)"
"14093-9","Bacteria","Prid","Pt","Water","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Wat","Bacteria Wat Cult","Both","","","","Bacteria identified in Water by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","8748","0","","","","","","1.0k","","Bacteria identified Cx Nom (Water)"
"14124-2","Bacteria","PrThr","Pt","Semen","Ord","Microscopy.light","FERT","2.73","MIN","","ACTIVE","","1","","","","","","Bact; Ejaculate; FERTILITY TESTING; Genitourinary; GU; ID; Infectious Disease; InfectiousDisease; LM; Micro; Micros; Microscopic; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Sem; Seminal fluid; Smn; SMPLS; URO; Urology","Bacteria Smn Ql Micro","Observation","","","","Bacteria [Presence] in Semen by Light microscopy","","","","The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.","8042","0","","","","","","1.0k","","Bacteria LM Ql (Sem)"
"14172-1","Potassium","SCnc","Pt","Synv fld","Qn","","CHEM","2.73","MIN","","ACTIVE","","1","","","","","Y","Chemistry; Joint aspirate; Joint fld; Joint flu; Joint fluid; k; K+; Level; Point in time; Potass; QNT; Quan; Quant; Quantitative; Random; Rheum; Rheumatology; SF; SNV; Substance Concentration; Syn; Syn fl; Synov; Synovial fluid","Potassium Snv-sCnc","Both","","","mmol/L","Potassium [Moles/volume] in Synovial fluid","mmol/L","","","","16259","0","","","","","","1.0k","","Potassium (Syn fld) [Moles/Vol]"
"14320-6","Bacteria","Prid","Pt","Urine","Nom","Culture @1:100","MICRO","2.78","NAM","Suggest mappers should use 630-4  Bacteria identified in Urine by Culture","DEPRECATED","","1","","","","","","Bact; C&S; Cult; Cult @1:100; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; UA; UR; Urn","Deprecated Bacteria Ur Cult @1:100","Both","","","","Deprecated Bacteria identified in Urine by Culture @1:100","","Duplicate","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","1.0k","","Bacteria identified Culture @1:100 Nom (U)"
"14325-5","Bacteria","Prid","Pt","XXX","Nom","Environmental culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Bact; C&S; Cult; Cultures; Envir Cult; Environ; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Misc; Miscellaneous; Nominal; Other; Point in time; Random; Spec; Surveillance culture; To be specified in another part of the message; Unspecified","Bacteria Spec Envir Cult","Both","","","","Bacteria identified in Specimen by Environmental culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","3054","0","","","","","","1.0k","","Bacteria identified Environmental culture Nom (Specimen)"
"14394-1","Urea nitrogen","MCnc","Pt","Plr fld","Qn","","CHEM","2.34","MIN","","ACTIVE","","1","","","","","Y","Blood urea nitrogen; Chemistry; Level; Mass concentration; N; N2; Nit; Pleural; Pleural fluid; Point in time; QNT; Quan; Quant; Quantitative; Random; thoracentesis fluid; UN","Urea nit Plr-mCnc","Both","","","mg/dL","Urea nitrogen [Mass/volume] in Pleural fluid","mg/dL","","","","0","0","","","","","","1.0k","","Urea nitrogen (Pleur fld) [Mass/Vol]"
"14396-6","Urea nitrogen","MCnc","Pt","Synv fld","Qn","","CHEM","2.34","MIN","","ACTIVE","","1","","","","","Y","Blood urea nitrogen; Chemistry; Joint aspirate; Joint fld; Joint flu; Joint fluid; Level; Mass concentration; N; N2; Nit; Point in time; QNT; Quan; Quant; Quantitative; Random; SF; SNV; Syn; Syn fl; Synov; Synovial fluid; UN","Urea nit Snv-mCnc","Both","","","mg/dL","Urea nitrogen [Mass/volume] in Synovial fluid","mg/dL","","","","0","0","","","","","","1.0k","","Urea nitrogen (Syn fld) [Mass/Vol]"
"14402-2","Creatinine","MCnc","Pt","Gast fld","Qn","","CHEM","2.34","MIN","","ACTIVE","","1","","","","","Y","Chemistry; CR; Crea; Creat; GAST; Gastric contents; Gastric fluid; Kidney; Level; Mass concentration; Nephrology; Point in time; QNT; Quan; Quant; Quantitative; Random; Renal","Creat Gast-mCnc","Both","","","mg/dL","Creatinine [Mass/volume] in Gastric fluid","mg/dL","","","","0","0","","","","","","1.0k","","Creatinine (Gast fld) [Mass/Vol]"
"14407-1","Phosphate","MCnc","Pt","Gast fld","Qn","","CHEM","2.34","MIN","","ACTIVE","","1","","","","","Y","Chemistry; GAST; Gastric contents; Gastric fluid; i Phos; Inorganic phosphate; Level; Mass concentration; Phos; Phosphate total; Phosphorous; Phosphorus; Phosphrous; Pi; PO4; Point in time; QNT; Quan; Quant; Quantitative; Random","Phosphate Gast-mCnc","Both","","","mg/dL","Phosphate [Mass/volume] in Gastric fluid","mg/dL","","","","0","0","","","","","","1.0k","","Phosphate (Gast fld) [Mass/Vol]"
"14475-8","Bacteria","Prid","Pt","Cvx","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cervix; Cult; Cultures; Genital tract; Gyn; Gynecology; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; OB; ObGyn; Obstetrics; Point in time; Random","Bacteria Cvx Aerobe Cult","Both","","","","Bacteria identified in Cervix by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","13988","0","","","","","","1.0k","","Bacteria identified Aer cx Nom (Cvx)"
"14477-4","Bacteria","Prid","Pt","Urethra","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; Genital tract; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Urth","Bacteria Urth Aerobe Cult","Both","","","","Bacteria identified in Urethra by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","10389","0","","","","","","1.0k","","Bacteria identified Aer cx Nom (Urethra)"
"14478-2","Bacteria","Prid","Pt","Penis","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Pen; Penile; Point in time; Random","Bacteria Penis Aerobe Cult","Both","","","","Bacteria identified in Penis by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","9865","0","","","","","","1.0k","","Bacteria identified Aer cx Nom (Penis)"
"15202-5","Potassium","SCnc","Pt","Stool","Qn","","CHEM","2.73","MIN","","ACTIVE","","1","","","","","Y","Bowel movement; Chemistry; Faecal; Faeces; Fecal; Feces; Gastro; Gastroenterology; GI; k; K+; Level; Point in time; Potass; QNT; Quan; Quant; Quantitative; Random; Stl; Stool = Fecal; Substance Concentration","Potassium Stl-sCnc","Both","","","mmol/L","Potassium [Moles/volume] in Stool","mmol/L","","","","5155","0","","","","","","1.0k","","Potassium (Stl) [Moles/Vol]"
"15507-7","Progress note","Find","Pt","Emergency department","Doc","{Role}","DOC.ONTOLOGY","2.73","MIN","","ACTIVE","","2","","","","","","DOC.ONT; Document; ED; Encounter; Evaluation and management; Evaluation and management note; Finding; Findings; notes; Point in time; Prog note; Random; subsequent evaluation; subsequent visit evaluation; Visit note","ED Prog note","Both","","","","Emergency department Progress note","","","","Based on Clinical LOINC Committee approval on 8/16/2011, the Component was changed from Subsequent evaluation note to Progress note. The term ""Subsequent evaluation"" seems to be used infrequently and is more commonly referred to as a Progress note. Also changed class from ATTACH.CLINRPT to DOC.CLINRPT since this term is conformant to the Document Ontology axis values and therefore being placed in this class.; Based on Clinical LOINC Committee decision during the September 2014 meeting, {Provider} was changed to {Author Type} to emphasize a greater breadth of potential document authors. At the September 2015 Clinical LOINC Committee meeting, the Committee decided to change {Author Type} to {Role} to align with the 'Role' axis name in the LOINC Document Ontology.","0","0","IG exists","","","","81216-4;72225-6;81243-8","1.0k","",""
"15508-5","Labor and delivery records","Find","-","^Patient","Doc","","DOC.MISC","2.67","MIN","","ACTIVE","","2","","","","","","DOC.MISC; Document; Finding; Findings; MISC","Labor and delivery records","Both","","","","Labor and delivery records","","","","","0","0","No IG exists","","","","","1.0k","Y",""
"17279-1","Bacteria","Prid","Pt","Plr fld","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Lung; Microbiology; Nominal; Pleural; Pleural fluid; Point in time; Pulmonary; Pulmonology; Random; Respiratory; thoracentesis fluid","Bacteria Plr Aerobe Cult","Both","","","","Bacteria identified in Pleural fluid by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","8019","0","","","","","","1.0l","","Bacteria identified Aer cx Nom (Pleur fld)"
"17795-6","Potassium","SCnc","Pt","Hyperal solution","Qn","","CHEM","2.73","MIN","","ACTIVE","","1","","","","","Y","Chemistry; Hyperal Soln; k; K+; Level; Point in time; Potass; QNT; Quan; Quant; Quantitative; Random; Substance concentration","Potassium Hyperal Soln-sCnc","Both","","","mmol/L","Potassium [Moles/volume] in Hyperal solution","mmol/L","","","","16203","0","","","","","","1.0l","","Potassium (Hyperal solution) [Moles/Vol]"
"17898-8","Bacteria","Prid","Pt","Thrt","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Throat; UniversalLabOrders; Upper respiratory","Bacteria Throat Aerobe Cult","Both","","","","Bacteria identified in Throat by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","1416","0","","","","","","1.0l","","Bacteria identified Aer cx Nom (Throat)"
"17909-3","Bacteria","Prid","Pt","Wound.deep","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; Deep Wnd; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Wnd; Wound - deep","Bacteria Deep Wnd Aerobe Cult","Both","","","","Bacteria identified in Wound deep by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","9866","0","","","","","","1.0l","","Bacteria identified Aer cx Nom (Deep wound)"
"17915-0","Bacteria","Prid","Pt","Wound.shlw","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Shlw Wnd; Wnd; Wound - shallow","Bacteria Shlw Wnd Aerobe Cult","Both","","","","Bacteria identified in Wound shallow by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","356","0","","","","","","1.0l","","Bacteria identified Aer cx Nom (Shallow wound)"
"17925-9","Bacteria","Prid","Pt","Wound.deep","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; C&S; Cult; Cultures; Deep Wnd; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Wnd; Wound - deep","Bacteria Deep Wnd Anaerobe Cult","Both","","","","Bacteria identified in Wound deep by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","6147","0","","","","","","1.0l","","Bacteria identified Anaer cx Nom (Deep wound)"
"17928-3","Bacteria","Prid","Pt","Bld","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Aerobe; Aerobe Cult; Aerobed; Bact; Blood; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; WB; Whole blood","Bacteria Bld Aerobe Cult","Both","","","","Bacteria identified in Blood by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","711","0","","","","","","1.0l","","Bacteria identified Aer cx Nom (Bld)"
"17934-1","Bacteria","Prid","Pt","Bld","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; Bact; Blood; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; WB; Whole blood","Bacteria Bld Anaerobe Cult","Both","","","","Bacteria identified in Blood by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","3919","0","","","","","","1.0l","","Bacteria identified Anaer cx Nom (Bld)"
"17956-4","Bacteria","Prid","Pt","Body fld","Nom","Anaerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","","Anaero; Anaerobe; Anaerobe Cult; B/F; Bact; BF; bod; Bodies; Body fluid; Body fluid, unsp; C&S; Cult; Cultures; Fl; Fld; FLU; Fluid; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random","Bacteria Fld Anaerobe Cult","Both","","","","Bacteria identified in Body fluid by Anaerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","2480","0","","","","","","1.0l","","Bacteria identified Anaer cx Nom (Body fld)"
